season,week,game_type,team,gsis_id,player_name,position,report_primary_injury,report_secondary_injury,report_status,practice_primary_injury,practice_secondary_injury,practice_status,date_modified,severity_score,games_missed,created_at
2023,3,REG,LA,00-0039075,Puka Nacua,WR,Oblique,,Questionable,Oblique,,Limited Participation in Practice,2023-09-23,1,0,2025-10-05T19:30:59.527153
2023,3,REG,LAC,00-0031040,Khalil Mack,DE,,,,Not injury related - resting player,,Full Participation in Practice,2023-09-21,0,0,2025-10-05T19:30:59.527153
2023,3,REG,LAC,00-0033536,Mike Williams,WR,,,,Ankle,,Full Participation in Practice,2023-09-22,0,0,2025-10-05T19:30:59.527153
2023,3,REG,LAC,00-0033699,Austin Ekeler,RB,Ankle,,Out,Ankle,,Did Not Participate In Practice,2023-09-22,3,0,2025-10-05T19:30:59.527153
2023,3,REG,LAC,00-0031554,Eric Kendricks,LB,Hamstring,,Out,Hamstring,,Did Not Participate In Practice,2023-09-22,3,0,2025-10-05T19:30:59.527153
2023,3,REG,LAC,00-0038553,Daiyan Henley,LB,Hamstring,,Questionable,Hamstring,,Full Participation in Practice,2023-09-22,1,0,2025-10-05T19:30:59.527153
2023,3,REG,LAC,00-0036867,Chris Rumph,DE,Hamstring,,Questionable,Hamstring,,Full Participation in Practice,2023-09-22,1,0,2025-10-05T19:30:59.527153
2023,3,REG,LAC,00-0033156,Joey Bosa,DE,Hamstring,,Questionable,Hamstring,,Limited Participation in Practice,2023-09-22,1,0,2025-10-05T19:30:59.527153
2023,3,REG,LAC,00-0037375,Christopher Hinton,DT,Back,,Questionable,Back,,Limited Participation in Practice,2023-09-22,1,0,2025-10-05T19:30:59.527153
2023,3,REG,LV,00-0031381,Davante Adams,WR,,,,gameday concussion protocol evaluation,,Full Participation in Practice,2023-09-20,0,0,2025-10-05T19:30:59.527153
2023,3,REG,LV,00-0039072,Jakorian Bennett,CB,,,,Hamstring,,Full Participation in Practice,2023-09-22,0,0,2025-10-05T19:30:59.527153
2023,3,REG,LV,00-0036990,Divine Deablo,LB,,,,Rib,,Full Participation in Practice,2023-09-22,0,0,2025-10-05T19:30:59.527153
2023,3,REG,LV,00-0034993,Marcus Epps,S,,,,Quadricep,,Full Participation in Practice,2023-09-22,0,0,2025-10-05T19:30:59.527153
2023,3,REG,LV,00-0034960,Jakobi Meyers,WR,,,,Concussion,,Full Participation in Practice,2023-09-22,0,0,2025-10-05T19:30:59.527153
2023,3,REG,LV,00-0038602,Christopher Smith,S,,,,Illness,,Full Participation in Practice,2023-09-22,0,0,2025-10-05T19:30:59.527153
2023,3,REG,LV,00-0034387,Bilal Nichols,DT,,,,Hamstring,Hand,Limited Participation in Practice,2023-09-22,0,0,2025-10-05T19:30:59.527153
2023,3,REG,LV,00-0038541,Tyree Wilson,DE,Illness,,Questionable,Illness,,Limited Participation in Practice,2023-09-22,1,0,2025-10-05T19:30:59.527153
2023,3,REG,MIA,00-0033050,Xavien Howard,CB,,,,Not injury related - resting player,,Did Not Participate In Practice,2023-09-20,0,0,2025-10-05T19:30:59.527153
2023,3,REG,MIA,00-0033040,Tyreek Hill,WR,,,,Ankle,,Full Participation in Practice,2023-09-22,0,0,2025-10-05T19:30:59.527153
2023,3,REG,MIA,00-0035272,Andrew Van Ginkel,LB,,,,Ankle,,Full Participation in Practice,2023-09-22,0,0,2025-10-05T19:30:59.527153
2023,3,REG,MIA,00-0036020,Salvon Ahmed,RB,Groin,,Doubtful,Groin,,Limited Participation in Practice,2023-09-22,2,0,2025-10-05T19:30:59.527153
2023,3,REG,MIA,00-0034248,Elijah Campbell,S,Knee,,Questionable,Knee,,Full Participation in Practice,2023-09-22,1,0,2025-10-05T19:30:59.527153
2023,3,REG,MIA,00-0036213,Raekwon Davis,DT,Wrist,,Questionable,Wrist,,Full Participation in Practice,2023-09-22,1,0,2025-10-05T19:30:59.527153
2023,3,REG,MIA,00-0038720,Julian Hill,TE,Ankle,,Questionable,Ankle,,Full Participation in Practice,2023-09-22,1,0,2025-10-05T19:30:59.527153
2023,3,REG,MIA,00-0036934,Jaelan Phillips,LB,Back,,Questionable,Back,,Full Participation in Practice,2023-09-22,1,0,2025-10-05T19:30:59.527153
2023,3,REG,MIA,00-0030067,Terron Armstead,T,"back, ankle, knee",,Questionable,"back, ankle, knee",,Limited Participation in Practice,2023-09-22,1,0,2025-10-05T19:30:59.527153
2023,3,REG,MIA,00-0032214,Tyler Kroft,TE,Back,,Questionable,Back,,Limited Participation in Practice,2023-09-22,1,0,2025-10-05T19:30:59.527153
2023,3,REG,MIA,00-0036613,Jaylen Waddle,WR,Concussion,,Questionable,Concussion,,Limited Participation in Practice,2023-09-22,1,0,2025-10-05T19:30:59.527153
2023,3,REG,MIN,00-0036616,Christian Darrisaw,T,,,,Ankle,,Full Participation in Practice,2023-09-22,0,0,2025-10-05T19:30:59.527153
2023,3,REG,MIN,00-0032129,Jordan Hicks,LB,,,,Shin,,Full Participation in Practice,2023-09-22,0,0,2025-10-05T19:30:59.527153
2023,3,REG,MIN,00-0036348,Josh Metellus,S,,,,Shoulder,,Full Participation in Practice,2023-09-22,0,0,2025-10-05T19:30:59.527153
2023,3,REG,MIN,00-0037291,Jalen Nailor,WR,,,,Hamstring,,Limited Participation in Practice,2023-09-20,0,0,2025-10-05T19:30:59.527153
2023,3,REG,MIN,00-0034344,Marcus Davenport,DE,Ankle,,Out,Ankle,,Did Not Participate In Practice,2023-09-22,3,0,2025-10-05T19:30:59.527153
2023,3,REG,MIN,00-0035588,Garrett Bradbury,C,Back,,Questionable,Back,,Limited Participation in Practice,2023-09-22,1,0,2025-10-05T19:30:59.527153
2023,3,REG,NE,00-0033860,Davon Godchaux,DT,,,,Not injury related - personal matter,,Did Not Participate In Practice,2023-09-20,0,0,2025-10-05T19:30:59.527153
2023,3,REG,NE,00-0037253,Marcus Jones,CB,,,,Shoulder,,Did Not Participate In Practice,2023-09-21,0,0,2025-10-05T19:30:59.527153
2023,3,REG,NE,00-0032071,Trenton Brown,T,,,,Concussion,,Limited Participation in Practice,2023-09-21,0,0,2025-10-05T19:30:59.527153
2023,3,REG,NE,00-0031547,DeVante Parker,WR,,,,Knee,,Limited Participation in Practice,2023-09-21,0,0,2025-10-05T19:30:59.527153
2023,3,REG,NE,00-0036981,Christian Barmore,DT,Knee,,Questionable,Knee,,Limited Participation in Practice,2023-09-22,1,0,2025-10-05T19:30:59.527153
2023,3,REG,NE,00-0032580,Jonathan Jones,CB,Ankle,,Questionable,Ankle,,Limited Participation in Practice,2023-09-22,1,0,2025-10-05T19:30:59.527153
2023,3,REG,NE,00-0036198,Michael Onwenu,G,Ankle,,Questionable,Ankle,,Limited Participation in Practice,2023-09-22,1,0,2025-10-05T19:30:59.527153
2023,3,REG,NE,00-0038569,Sidy Sow,T,Concussion,,Questionable,Concussion,,Limited Participation in Practice,2023-09-22,1,0,2025-10-05T19:30:59.527153
2023,3,REG,NE,00-0038103,Cole Strange,G,Knee,,Questionable,Knee,,Limited Participation in Practice,2023-09-22,1,0,2025-10-05T19:30:59.527153
2023,3,REG,NO,00-0033357,Taysom Hill,QB,,,,Knee,,Full Participation in Practice,2023-09-22,0,0,2025-10-05T19:30:59.527153
2023,3,REG,NO,00-0038588,Jordan Howden,S,,,,Finger,,Full Participation in Practice,2023-09-22,0,0,2025-10-05T19:30:59.527153
2023,3,REG,NO,00-0038551,Kendre Miller,RB,,,,Hamstring,,Full Participation in Practice,2023-09-22,0,0,2025-10-05T19:30:59.527153
2023,3,REG,NO,00-0033948,Jamaal Williams,RB,Hamstring,,Out,Hamstring,,Did Not Participate In Practice,2023-09-22,3,0,2025-10-05T19:30:59.527153
2023,3,REG,NO,00-0034981,Foster Moreau,TE,Ankle,,Doubtful,Ankle,,Did Not Participate In Practice,2023-09-22,2,0,2025-10-05T19:30:59.527153
2023,3,REG,NO,00-0036937,Paulson Adebo,CB,Hamstring,,Questionable,Hamstring,,Did Not Participate In Practice,2023-09-22,1,0,2025-10-05T19:30:59.527153
2023,3,REG,NO,00-0035142,Ugochukwu Amadi,S,Knee,,Questionable,Knee,,Limited Participation in Practice,2023-09-22,1,0,2025-10-05T19:30:59.527153
2023,3,REG,NYG,00-0034844,Saquon Barkley,RB,Ankle,,Out,Ankle,,Did Not Participate In Practice,2023-09-20,3,0,2025-10-05T19:30:59.527153
2023,3,REG,NYG,00-0036132,Ben Bredeson,G,Concussion,,Out,Concussion,,Did Not Participate In Practice,2023-09-20,3,0,2025-10-05T19:30:59.527153
2023,3,REG,NYG,00-0036552,Azeez Ojulari,DE,Hamstring,,Out,Hamstring,,Limited Participation in Practice,2023-09-20,3,0,2025-10-05T19:30:59.527153
2023,3,REG,NYG,00-0036386,Andrew Thomas,T,Hamstring,,Out,Hamstring,,Limited Participation in Practice,2023-09-20,3,0,2025-10-05T19:30:59.527153
2023,3,REG,NYG,00-0037259,Micah McFadden,LB,Neck,,Questionable,Neck,,Limited Participation in Practice,2023-09-20,1,0,2025-10-05T19:30:59.527153
2023,3,REG,NYG,00-0038117,Wan'Dale Robinson,WR,Knee,,Questionable,Knee,,Limited Participation in Practice,2023-09-20,1,0,2025-10-05T19:30:59.527153
2023,3,REG,NYJ,00-0036284,Mekhi Becton,T,,,,Knee,,Full Participation in Practice,2023-09-22,0,0,2025-10-05T19:30:59.527153
2023,3,REG,NYJ,00-0036501,Michael Carter,CB,,,,Elbow,,Full Participation in Practice,2023-09-22,0,0,2025-10-05T19:30:59.527153
2023,3,REG,NYJ,00-0038120,Breece Hall,RB,,,,Knee,,Full Participation in Practice,2023-09-22,0,0,2025-10-05T19:30:59.527153
2023,3,REG,NYJ,00-0035680,Quincy Williams,LB,,,,Knee,,Full Participation in Practice,2023-09-22,0,0,2025-10-05T19:30:59.527153
2023,3,REG,NYJ,00-0037155,Tony Adams,S,Hamstring,,Out,Hamstring,,Did Not Participate In Practice,2023-09-22,3,0,2025-10-05T19:30:59.527153
2023,3,REG,NYJ,00-0032432,Wes Schweitzer,G,Concussion,,Out,Concussion,,Did Not Participate In Practice,2023-09-22,3,0,2025-10-05T19:30:59.527153
2023,3,REG,NYJ,00-0026166,Duane Brown,T,Shoulder,Hip,Questionable,Shoulder,Hip,Did Not Participate In Practice,2023-09-22,1,0,2025-10-05T19:30:59.527153
2023,3,REG,NYJ,00-0034805,John Franklin-Myers,DE,Hip,,Questionable,Hip,,Full Participation in Practice,2023-09-22,1,0,2025-10-05T19:30:59.527153
2023,3,REG,NYJ,00-0029621,Greg Zuerlein,K,right Groin,,Questionable,right Groin,,Full Participation in Practice,2023-09-22,1,0,2025-10-05T19:30:59.527153
2023,3,REG,PHI,00-0037130,Reed Blankenship,S,,,,Ribs,,Full Participation in Practice,2023-09-23,0,0,2025-10-05T19:30:59.527153
2023,3,REG,PHI,00-0032890,James Bradberry,CB,,,,Concussion,,Full Participation in Practice,2023-09-23,0,0,2025-10-05T19:30:59.527153
2023,3,REG,PHI,00-0029653,Fletcher Cox,DT,,,,Ribs,,Full Participation in Practice,2023-09-23,0,0,2025-10-05T19:30:59.527153
2023,3,REG,PHI,00-0033547,Zach Cunningham,LB,,,,Ribs,,Full Participation in Practice,2023-09-23,0,0,2025-10-05T19:30:59.527153
2023,3,REG,PHI,00-0037073,Jordan Davis,DT,,,,Ankle,,Full Participation in Practice,2023-09-23,0,0,2025-10-05T19:30:59.527153
2023,3,REG,PHI,00-0034858,Terrell Edmunds,S,,,,Illness,,Full Participation in Practice,2023-09-23,0,0,2025-10-05T19:30:59.527153
2023,3,REG,PHI,00-0036919,Kenneth Gainwell,RB,,,,Ribs,,Full Participation in Practice,2023-09-23,0,0,2025-10-05T19:30:59.527153
2023,3,REG,PHI,00-0036912,DeVonta Smith,WR,,,,Hamstring,Thigh,Full Participation in Practice,2023-09-23,0,0,2025-10-05T19:30:59.527153
2023,3,REG,PHI,00-0036741,Jack Stoll,TE,,,,Ankle,,Full Participation in Practice,2023-09-23,0,0,2025-10-05T19:30:59.527153
2023,3,REG,PHI,00-0034381,Josh Sweat,DE,,,,Toe,,Full Participation in Practice,2023-09-23,0,0,2025-10-05T19:30:59.527153
2023,3,REG,PHI,00-0036271,Quez Watkins,WR,Hamstring,,Out,Hamstring,,Did Not Participate In Practice,2023-09-23,3,0,2025-10-05T19:30:59.527153
2023,3,REG,PHI,00-0034414,Boston Scott,RB,Concussion,,Out,Concussion,,Limited Participation in Practice,2023-09-23,3,0,2025-10-05T19:30:59.527153
2023,3,REG,PIT,00-0034789,Minkah Fitzpatrick,S,,,,Chest,,Full Participation in Practice,2023-09-22,0,0,2025-10-05T19:30:59.527153
2023,3,REG,PIT,00-0032127,Markus Golden,LB,,,,Knee,,Full Participation in Practice,2023-09-22,0,0,2025-10-05T19:30:59.527153
2023,3,REG,PIT,00-0033512,Damontae Kazee,S,,,,Calf,,Full Participation in Practice,2023-09-22,0,0,2025-10-05T19:30:59.527153
2023,3,REG,PIT,00-0033905,Larry Ogunjobi,DT,,,,Foot,,Full Participation in Practice,2023-09-22,0,0,2025-10-05T19:30:59.527153
2023,3,REG,PIT,00-0027943,Patrick Peterson,CB,,,,Not injury related - resting player,,Full Participation in Practice,2023-09-21,0,0,2025-10-05T19:30:59.527153
2023,3,REG,PIT,00-0032954,Isaac Seumalo,G,,,,Not injury related - resting player,,Full Participation in Practice,2023-09-21,0,0,2025-10-05T19:30:59.527153
2023,3,REG,PIT,00-0038558,Darnell Washington,TE,,,,Knee,,Full Participation in Practice,2023-09-22,0,0,2025-10-05T19:30:59.527153
2023,3,REG,PIT,00-0035645,Gunner Olszewski,WR,Concussion,,Out,Concussion,,Did Not Participate In Practice,2023-09-22,3,0,2025-10-05T19:30:59.527153
2023,3,REG,SEA,00-0036409,Jordyn Brooks,LB,,,,Not injury related - resting player,Knee,Did Not Participate In Practice,2023-09-21,0,0,2025-10-05T19:30:59.527153
2023,3,REG,SEA,00-0034495,Evan Brown,C,,,,Knee,,Full Participation in Practice,2023-09-21,0,0,2025-10-05T19:30:59.527153
2023,3,REG,SEA,00-0035525,Devin Bush,LB,,,,Shoulder,,Full Participation in Practice,2023-09-22,0,0,2025-10-05T19:30:59.527153
2023,3,REG,SEA,00-0035644,Noah Fant,TE,,,,Ribs,,Full Participation in Practice,2023-09-20,0,0,2025-10-05T19:30:59.527153
2023,3,REG,SEA,00-0036417,Damien Lewis,G,,,,Ankle,,Full Participation in Practice,2023-09-22,0,0,2025-10-05T19:30:59.527153
2023,3,REG,SEA,00-0038133,Boye Mafe,LB,,,,Knee,,Full Participation in Practice,2023-09-22,0,0,2025-10-05T19:30:59.527153
2023,3,REG,SEA,00-0039047,Derick Hall,LB,,,,Shoulder,,Limited Participation in Practice,2023-09-22,0,0,2025-10-05T19:30:59.527153
2023,3,REG,SEA,00-0038136,Coby Bryant,CB,Toe,,Out,Toe,,Did Not Participate In Practice,2023-09-22,3,0,2025-10-05T19:30:59.527153
2023,3,REG,SEA,00-0037821,Charles Cross,T,Toe,,Out,Toe,,Did Not Participate In Practice,2023-09-22,3,0,2025-10-05T19:30:59.527153
2023,3,REG,SEA,00-0034159,Will Dissly,TE,Shoulder,,Doubtful,Shoulder,,Did Not Participate In Practice,2023-09-22,2,0,2025-10-05T19:30:59.527153
2023,3,REG,SEA,00-0037079,Tariq Woolen,CB,Chest,,Doubtful,Chest,,Did Not Participate In Practice,2023-09-22,2,0,2025-10-05T19:30:59.527153
2023,3,REG,SEA,00-0036425,DeeJay Dallas,RB,Illness,,Questionable,Illness,,Did Not Participate In Practice,2023-09-22,1,0,2025-10-05T19:30:59.527153
2023,3,REG,SEA,00-0031608,Quandre Diggs,S,Hamstring,,Questionable,Hamstring,,Did Not Participate In Practice,2023-09-22,1,0,2025-10-05T19:30:59.527153
2023,3,REG,SEA,00-0033872,Jamal Adams,S,Knee,,Questionable,Knee,,Full Participation in Practice,2023-09-22,1,0,2025-10-05T19:30:59.527153
2023,3,REG,SEA,00-0035640,DK Metcalf,WR,Ribs,,Questionable,Ribs,,Full Participation in Practice,2023-09-22,1,0,2025-10-05T19:30:59.527153
2023,3,REG,SEA,00-0032387,Jarran Reed,DT,Groin,,Questionable,Groin,,Full Participation in Practice,2023-09-22,1,0,2025-10-05T19:30:59.527153
2023,3,REG,SEA,00-0035141,Phil Haynes,G,Calf,,Questionable,Calf,,Limited Participation in Practice,2023-09-22,1,0,2025-10-05T19:30:59.527153
2023,3,REG,SEA,00-0034974,Julian Love,S,Hamstring,,Questionable,Hamstring,,Limited Participation in Practice,2023-09-22,1,0,2025-10-05T19:30:59.527153
2023,3,REG,SF,00-0036261,Brandon Aiyuk,WR,Shoulder,,Questionable,Shoulder,,Limited Participation in Practice,2023-09-20,1,0,2025-10-05T19:30:59.527153
2023,3,REG,SF,00-0037008,Ambry Thomas,CB,Knee,,Questionable,Knee,,Limited Participation in Practice,2023-09-20,1,0,2025-10-05T19:30:59.527153
2023,3,REG,TB,00-0029562,Lavonte David,LB,,,,Not injury related - resting player,,Did Not Participate In Practice,2023-09-23,0,0,2025-10-05T19:30:59.527153
2023,3,REG,TB,00-0031408,Mike Evans,WR,,,,Not injury related - resting player,,Did Not Participate In Practice,2023-09-23,0,0,2025-10-05T19:30:59.527153
2023,3,REG,TB,00-0034527,Ryan Neal,S,,,,Ribs,Knee,Full Participation in Practice,2023-09-23,0,0,2025-10-05T19:30:59.527153
2023,3,REG,TB,00-0039049,SirVocea Dennis,LB,Hamstring,,Out,Hamstring,,Did Not Participate In Practice,2023-09-23,3,0,2025-10-05T19:30:59.527153
2023,3,REG,TB,00-0039063,Calijah Kancey,DT,Calf,,Out,Calf,,Did Not Participate In Practice,2023-09-23,3,0,2025-10-05T19:30:59.527153
2023,3,REG,TB,00-0039157,Cody Mauch,G,Back,,Questionable,Back,,Full Participation in Practice,2023-09-23,1,0,2025-10-05T19:30:59.527153
2023,3,REG,TB,00-0034778,Carlton Davis,CB,Toe,,Questionable,Toe,,Limited Participation in Practice,2023-09-23,1,0,2025-10-05T19:30:59.527153
2023,3,REG,TB,00-0034773,Vita Vea,DT,Pectoral,,Questionable,Pectoral,,Limited Participation in Practice,2023-09-23,1,0,2025-10-05T19:30:59.527153
2023,3,REG,TB,00-0035707,Devin White,LB,Groin,,Questionable,Groin,,Limited Participation in Practice,2023-09-23,1,0,2025-10-05T19:30:59.527153
2023,3,REG,TEN,00-0036416,Kristian Fulton,CB,,,,Hamstring,,Full Participation in Practice,2023-09-22,0,0,2025-10-05T19:30:59.527153
2023,3,REG,TEN,00-0035413,Luke Gifford,LB,,,,Quadricep,,Full Participation in Practice,2023-09-22,0,0,2025-10-05T19:30:59.527153
2023,3,REG,TEN,00-0032764,Derrick Henry,RB,,,,Toe,Not injury related - resting p,Full Participation in Practice,2023-09-22,0,0,2025-10-05T19:30:59.527153
2023,3,REG,TEN,00-0035632,Amani Hooker,S,,,,Concussion,,Full Participation in Practice,2023-09-22,0,0,2025-10-05T19:30:59.527153
2023,3,REG,TEN,00-0034828,Harold Landry,LB,,,,Hamstring,,Full Participation in Practice,2023-09-22,0,0,2025-10-05T19:30:59.527153
2023,3,REG,TEN,00-0036181,Teair Tart,DT,,,,Knee,,Full Participation in Practice,2023-09-22,0,0,2025-10-05T19:30:59.527153
2023,3,REG,TEN,00-0038969,Kearis Jackson,WR,Ankle,,Out,Ankle,,Did Not Participate In Practice,2023-09-22,3,0,2025-10-05T19:30:59.527153
2023,3,REG,TEN,00-0039034,Peter Skoronski,T,Abdomen,,Out,Abdomen,,Did Not Participate In Practice,2023-09-22,3,0,2025-10-05T19:30:59.527153
2023,3,REG,TEN,00-0030564,DeAndre Hopkins,WR,Ankle,,Questionable,Ankle,,Did Not Participate In Practice,2023-09-22,1,0,2025-10-05T19:30:59.527153
2023,3,REG,TEN,00-0031254,Denico Autry,DE,Foot,Groin,Questionable,Foot,Groin,Limited Participation in Practice,2023-09-22,1,0,2025-10-05T19:30:59.527153
2023,3,REG,TEN,00-0038848,Anthony Kendall,CB,Hip,,Questionable,Hip,,Limited Participation in Practice,2023-09-22,1,0,2025-10-05T19:30:59.527153
2023,3,REG,WAS,00-0034445,Nick Gates,C,,,,Knee,,Full Participation in Practice,2023-09-22,0,0,2025-10-05T19:30:59.527153
2023,3,REG,WAS,00-0039149,Quan Martin,CB,,,,Concussion,,Full Participation in Practice,2023-09-22,0,0,2025-10-05T19:30:59.527153
2023,3,REG,WAS,00-0034333,Daron Payne,DT,,,,Ankle,,Full Participation in Practice,2023-09-22,0,0,2025-10-05T19:30:59.527153
2023,3,REG,WAS,00-0037746,Brian Robinson,RB,,,,Hip,,Full Participation in Practice,2023-09-22,0,0,2025-10-05T19:30:59.527153
2023,3,REG,WAS,00-0031260,Logan Thomas,TE,Concussion,,Out,Concussion,,Did Not Participate In Practice,2023-09-22,3,0,2025-10-05T19:30:59.527153
2023,3,REG,WAS,00-0036349,Kamren Curl,S,Illness,,Questionable,Illness,,Did Not Participate In Practice,2023-09-22,1,0,2025-10-05T19:30:59.527153
2023,3,REG,WAS,00-0033282,Curtis Samuel,WR,Illness,Hip,Questionable,Illness,Hip,Did Not Participate In Practice,2023-09-22,1,0,2025-10-05T19:30:59.527153
2023,4,REG,ARI,00-0029316,Kelvin Beachum,T,,,,Hand,,Full Participation in Practice,2023-09-29,0,0,2025-10-05T19:30:59.527153
2023,4,REG,ARI,00-0036933,Zaven Collins,LB,,,,Eye,,Full Participation in Practice,2023-09-29,0,0,2025-10-05T19:30:59.527153
2023,4,REG,ARI,00-0033553,James Conner,RB,,,,Back,,Full Participation in Practice,2023-09-29,0,0,2025-10-05T19:30:59.527153
2023,4,REG,ARI,00-0035343,Jonathan Ledbetter,DE,Finger,,Out,Finger,,Did Not Participate In Practice,2023-09-29,3,0,2025-10-05T19:30:59.527153
2023,4,REG,ARI,00-0034801,Josh Woods,LB,Ankle,,Out,Ankle,,Did Not Participate In Practice,2023-09-29,3,0,2025-10-05T19:30:59.527153
2023,4,REG,ARI,00-0037299,Keaontay Ingram,RB,Neck,,Questionable,Neck,,Did Not Participate In Practice,2023-09-29,1,0,2025-10-05T19:30:59.527153
2023,4,REG,ARI,00-0035961,Krys Barnes,LB,Finger,,Questionable,Finger,,Limited Participation in Practice,2023-09-29,1,0,2025-10-05T19:30:59.527153
2023,4,REG,ARI,00-0035662,Marquise Brown,WR,Thumb,,Questionable,Thumb,,Limited Participation in Practice,2023-09-29,1,0,2025-10-05T19:30:59.527153
2023,4,REG,ARI,00-0038540,Paris Johnson,T,Ankle,,Questionable,Ankle,,Limited Participation in Practice,2023-09-29,1,0,2025-10-05T19:30:59.527153
2023,4,REG,ATL,00-0026190,Calais Campbell,DE,,,,Not injury related - resting player,,Did Not Participate In Practice,2023-09-27,0,0,2025-10-05T19:30:59.527153
2023,4,REG,ATL,00-0038149,Josh Ali,WR,Ankle,,Out,Ankle,,Did Not Participate In Practice,2023-09-29,3,0,2025-10-05T19:30:59.527153
2023,4,REG,ATL,00-0030578,Cordarrelle Patterson,RB,Thigh,,Questionable,Thigh,,Limited Participation in Practice,2023-09-29,1,0,2025-10-05T19:30:59.527153
2023,4,REG,BAL,00-0034184,Gus Edwards,RB,,,,Concussion,,Full Participation in Practice,2023-09-29,0,0,2025-10-05T19:30:59.527153
2023,4,REG,BAL,00-0036550,Rashod Bateman,WR,Hamstring,,Out,Hamstring,,Did Not Participate In Practice,2023-09-29,3,0,2025-10-05T19:30:59.527153
2023,4,REG,BAL,00-0031235,Odell Beckham,WR,Ankle,,Out,Ankle,,Did Not Participate In Practice,2023-09-29,3,0,2025-10-05T19:30:59.527153
2023,4,REG,BAL,00-0033281,Marlon Humphrey,CB,Foot,,Out,Foot,,Did Not Participate In Practice,2023-09-29,3,0,2025-10-05T19:30:59.527153
2023,4,REG,BAL,00-0038142,David Ojabo,LB,Ankle,Knee,Out,Ankle,Knee,Did Not Participate In Practice,2023-09-29,3,0,2025-10-05T19:30:59.527153
2023,4,REG,BAL,00-0036940,Odafe Oweh,LB,Ankle,,Out,Ankle,,Did Not Participate In Practice,2023-09-29,3,0,2025-10-05T19:30:59.527153
2023,4,REG,BAL,00-0032965,Ronnie Stanley,T,Knee,,Doubtful,Knee,,Did Not Participate In Practice,2023-09-29,2,0,2025-10-05T19:30:59.527153
2023,4,REG,BAL,00-0038038,Kyle Hamilton,S,Back,,Questionable,Back,,Full Participation in Practice,2023-09-29,1,0,2025-10-05T19:30:59.527153
2023,4,REG,BAL,00-0034975,Justice Hill,RB,Foot,,Questionable,Foot,,Full Participation in Practice,2023-09-29,1,0,2025-10-05T19:30:59.527153
2023,4,REG,BAL,00-0033894,Marcus Williams,S,Pectoral,,Questionable,Pectoral,,Full Participation in Practice,2023-09-29,1,0,2025-10-05T19:30:59.527153
2023,4,REG,BAL,00-0037825,Tyler Linderbaum,C,Ankle,,Questionable,Ankle,,Limited Participation in Practice,2023-09-29,1,0,2025-10-05T19:30:59.527153
2023,4,REG,BUF,00-0033884,Tre'Davious White,CB,,,,Not injury related - resting player,,Did Not Participate In Practice,2023-09-29,0,0,2025-10-05T19:30:59.527153
2023,4,REG,BUF,00-0035382,Ryan Bates,C,,,,Ankle,,Full Participation in Practice,2023-09-29,0,0,2025-10-05T19:30:59.527153
2023,4,REG,BUF,00-0032497,Reid Ferguson,LS,,,,Wrist,,Full Participation in Practice,2023-09-29,0,0,2025-10-05T19:30:59.527153
2023,4,REG,BUF,00-0033072,Leonard Floyd,DE,,,,Ankle,,Full Participation in Practice,2023-09-29,0,0,2025-10-05T19:30:59.527153
2023,4,REG,BUF,00-0030090,Micah Hyde,S,,,,Hamstring,,Full Participation in Practice,2023-09-29,0,0,2025-10-05T19:30:59.527153
2023,4,REG,BUF,00-0034376,Taron Johnson,CB,,,,Hip,,Full Participation in Practice,2023-09-29,0,0,2025-10-05T19:30:59.527153
2023,4,REG,BUF,00-0034391,Siran Neal,CB,,,,Ankle,,Full Participation in Practice,2023-09-29,0,0,2025-10-05T19:30:59.527153
2023,4,REG,BUF,00-0030114,Jordan Poyer,S,Knee,,Out,Knee,,Did Not Participate In Practice,2023-09-29,3,0,2025-10-05T19:30:59.527153
2023,4,REG,CAR,00-0030035,Adam Thielen,WR,,,,Not injury related - resting player,,Did Not Participate In Practice,2023-09-28,0,0,2025-10-05T19:30:59.527153
2023,4,REG,CAR,00-0034281,Bradley Bozeman,C,,,,Quadricep,,Full Participation in Practice,2023-09-29,0,0,2025-10-05T19:30:59.527153
2023,4,REG,CAR,00-0034777,D.J. Chark,WR,,,,Hamstring,,Full Participation in Practice,2023-09-29,0,0,2025-10-05T19:30:59.527153
2023,4,REG,CAR,00-0036281,C.J. Henderson,CB,,,,Ankle,,Full Participation in Practice,2023-09-29,0,0,2025-10-05T19:30:59.527153
2023,4,REG,CAR,00-0033284,Taylor Moton,T,,,,Ankle,,Full Participation in Practice,2023-09-29,0,0,2025-10-05T19:30:59.527153
2023,4,REG,CAR,00-0037203,LaBryan Ray,DE,,,,Finger,,Full Participation in Practice,2023-09-29,0,0,2025-10-05T19:30:59.527153
2023,4,REG,CAR,00-0039150,Bryce Young,QB,,,,Ankle,,Full Participation in Practice,2023-09-29,0,0,2025-10-05T19:30:59.527153
2023,4,REG,CAR,00-0038536,Chandler Zavala,G,,,,Calf,,Full Participation in Practice,2023-09-29,0,0,2025-10-05T19:30:59.527153
2023,4,REG,CAR,00-0033579,Xavier Woods,S,Hamstring,,Out,Hamstring,,Did Not Participate In Practice,2023-09-29,3,0,2025-10-05T19:30:59.527153
2023,4,REG,CAR,00-0035243,Miles Sanders,RB,Groin,,Questionable,Groin,,Did Not Participate In Practice,2023-09-29,1,0,2025-10-05T19:30:59.527153
